disaster_number,state,declaration_type,declaration_date,incident_type,declaration_title,ih_program_declared,ia_program_declared,pa_program_declared,hm_program_declared,incident_begin_date,incident_end_date,country_name,designated_area,declaration_request_number,deaths,incident_duration
1239,Texas,Velika katastrofa,1998-08-26,Severe Storm,Tropical Storm Charley,0,0,0,1,1998-08-22,1998-08-31,McCulloch County,McCulloch (County),98062,490,9
1999,Texas,Velika katastrofa,2011-07-01,Fire,Wildfires,0,0,1,1,2011-04-06,2011-08-29,Gonzales County,Gonzales (County),11091,7606,22
1961,Missouri,Velika katastrofa,2011-03-23,Severe Storm,Severe Winter Storm And Snowstorm,0,0,1,1,2011-01-31,2011-02-05,Barton County (Missouri),Barton (County),11026,1856,18
368,Mississippi,Velika katastrofa,1973-03-27,Severe Storm,"Heavy Rains, Tornadoes & Flooding",0,1,1,0,1973-03-27,1973-03-27,Jones County (Mississippi),Jones (County),73019,7325,7
1239,Texas,Velika katastrofa,1998-08-26,Severe Storm,Tropical Storm Charley,0,0,0,1,1998-08-22,1998-08-31,Tom Green County,Tom Green (County),98062,699,20
3387,Georgia,Upravljanje hitnim situacijama,2017-09-08,Hurricane,Hurricane Irma,0,0,1,0,2017-09-07,2017-09-20,Laurens County (Georgia),Laurens (County),17100,8566,9
1359,Florida,Velika katastrofa,2001-02-05,Freezing,Severe Freeze,0,1,0,0,2000-12-01,2001-01-25,Baker County (Florida),Baker (County),1009,6751,8
524,Maryland,Velika katastrofa,1977-01-26,Snowstorm,Ice Conditions,0,1,0,0,1977-01-26,1977-01-26,Baltimore County,Baltimore (County),77025,8993,11
3113,Texas,Upravljanje hitnim situacijama,1993-09-10,Drought,Extreme Fire Hazard,0,0,1,0,1993-08-30,1993-11-15,Madison County (Texas),Madison (County),93043,7760,15
4291,Virginia,Velika katastrofa,2016-11-02,Hurricane,Hurricane Matthew,1,0,1,1,2016-10-07,2016-10-15,Hampton city,Hampton,16110,425,7
1319,West Virginia,Velika katastrofa,2000-02-28,Flood,"Flooding, Severe Storms, And Landslides",0,1,1,1,2000-02-18,2000-02-22,Randolph County (West Virginia),Randolph (County),20,7084,21
4259,Georgia,Velika katastrofa,2016-02-26,Severe Storm,Severe Storms And Flooding,0,0,1,1,2015-12-22,2016-01-13,Macon County (Georgia),Macon (County),16016,1928,7
4558,California,Velika katastrofa,2020-08-22,Fire,Wildfires,1,0,1,1,2020-08-14,2020-09-26,Yolo County,Yolo (County),20239,7540,8
4099,Pennsylvania,Velika katastrofa,2013-01-10,Hurricane,Hurricane Sandy,0,0,1,1,2012-10-26,2012-11-08,Dauphin County,Dauphin (County),12126,2486,6
1412,Missouri,Velika katastrofa,2002-05-06,Severe Storm,"Severe Storms, Tornadoes And Flooding",0,0,1,1,2002-04-24,2002-06-10,Howard County (Missouri),Howard (County),2033,1437,20
3346,Ohio,Upravljanje hitnim situacijama,2012-06-30,Severe Storm,Severe Storms,0,0,1,0,2012-06-29,2012-07-02,Washington County (Ohio),Washington (County),12043,7145,3
1549,Alabama,Velika katastrofa,2004-09-15,Hurricane,Hurricane Ivan,1,1,1,1,2004-09-13,2004-09-30,Marion County (Alabama),Marion (County),4109,7737,23
1373,Nebraska,Velika katastrofa,2001-05-16,Severe Storm,"Severe Winter Storms, Flooding And Tornadoes",0,0,1,1,2001-04-10,2001-04-23,Cherry County,Cherry (County),1049,5265,5
3018,Virginia,Upravljanje hitnim situacijama,1976-10-15,Drought,Drought,0,0,1,0,1976-10-15,1976-10-15,Mecklenburg County (Virginia),Mecklenburg (County),77002,2075,10
1552,Puerto Rico,Velika katastrofa,2004-09-17,Severe Storm,Tropical Storm Jeanne And Resulting Landslides And Mudslides,1,1,1,1,2004-09-14,2004-09-19,Camuy Municipio,Camuy (Municipio),4114,7664,23
4064,Oklahoma,Velika katastrofa,2012-06-14,Severe Storm,"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",0,0,1,1,2012-04-28,2012-05-01,Grant County (Oklahoma),Grant (County),12026,3038,8
1712,Oklahoma,Velika katastrofa,2007-07-07,Severe Storm,"Severe Storms, Flooding, And Tornadoes",0,0,1,1,2007-06-10,2007-07-25,Custer County (Oklahoma),Custer (County),7861,442,15
828,Texas,Velika katastrofa,1989-05-19,Severe Storm,"Severe Storms, Tornadoes & Flooding",0,1,0,0,1989-05-04,1989-06-07,Marion County (Texas),Marion (County),89012,966,5
1624,Texas,Velika katastrofa,2006-01-11,Fire,Extreme Wildfire Threat,0,0,1,1,2005-11-27,2006-05-14,Martin County (Texas),Martin (County),6021,5615,13
1625,South Carolina,Velika katastrofa,2006-01-20,Severe Ice Storm,Severe Ice Storm,0,0,1,1,2005-12-15,2005-12-16,Pickens County (South Carolina),Pickens (County),5169,9846,2
615,California,Velika katastrofa,1980-02-21,Flood,"Severe Storms, Mudslides & Flooding",0,1,1,0,1980-01-08,1980-01-08,San Diego County,San Diego (County),80019,1562,20
4112,Kansas,Velika katastrofa,2013-04-26,Snowstorm,Snowstorm,0,0,1,1,2013-02-20,2013-02-23,Rooks County,Rooks (County),13012,9095,19
1972,Mississippi,Velika katastrofa,2011-04-29,Severe Storm,"Severe Storms, Tornadoes, Straight-Line Winds, And Associated Flooding",1,0,1,1,2011-04-15,2011-04-28,Alcorn County,Alcorn (County),11082,5656,10
1518,Iowa,Velika katastrofa,2004-05-25,Severe Storm,"Severe Storms, Tornadoes, And Flooding",1,1,1,1,2004-05-19,2004-06-24,Polk County (Iowa),Polk (County),4032,54,12
3586,North Carolina,Upravljanje hitnim situacijama,2022-10-01,Hurricane,Hurricane Ian,0,0,1,0,2022-09-28,2022-10-04,Robeson County,Robeson (County),22091,2466,6
1459,Mississippi,Velika katastrofa,2003-04-24,Severe Storm,"Severe Storms, Tornadoes, Floods",1,1,1,1,2003-04-06,2003-04-25,Leake County,Leake (County),3032,8408,20
1402,Kansas,Velika katastrofa,2002-02-06,Severe Ice Storm,Severe Winter Ice Storm,0,1,1,0,2002-01-29,2002-02-15,Wyandotte County,Wyandotte (County),2016,4945,20
3250,Ohio,Upravljanje hitnim situacijama,2005-09-13,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Adams County (Ohio),Adams (County),5119,6228,16
873,Nebraska,Velika katastrofa,1990-07-04,Severe Storm,"Severe Storms, Tornadoes & Flooding",0,1,1,0,1990-06-10,1990-07-30,Dodge County (Nebraska),Dodge (County),90030,2904,10
3282,Kansas,Upravljanje hitnim situacijama,2007-12-12,Severe Storm,Severe Winter Storms,0,0,1,0,2007-12-06,2007-12-19,Reno County,Reno (County),7932,2840,22
1463,Missouri,Velika katastrofa,2003-05-06,Severe Storm,"Severe Storms, Tornadoes, And Flooding",1,1,0,1,2003-05-04,2003-05-30,Boone County (Missouri),Boone (County),3037,3649,20
1148,New York,Velika katastrofa,1996-12-09,Severe Storm,"Severe Storms High Winds, Rain And Flooding",0,1,1,0,1996-11-08,1996-11-15,Fulton County (New York),Fulton (County),97018,1131,11
1298,Pennsylvania,Velika katastrofa,1999-09-22,Flood,Tropical Depression Dennis Pa,0,1,0,1,1999-09-06,1999-09-07,Dauphin County,Dauphin (County),99091,9389,4
906,Mississippi,Velika katastrofa,1991-05-17,Severe Storm,"Severe Storms, Tornadoes & Flooding",0,1,1,0,1991-04-26,1991-05-31,Holmes County (Mississippi),Holmes (County),91025,9606,12
4363,Indiana,Velika katastrofa,2018-05-04,Flood,Severe Storms And Flooding,1,0,1,1,2018-02-14,2018-03-04,Starke County,Starke (County),18023,1321,5
1086,Virginia,Velika katastrofa,1996-01-13,Snowstorm,Blizzard Of 96 (Severe Snow Storm),0,0,1,0,1996-01-06,1996-01-12,Fairfax city,Fairfax,96018,9237,12
3321,Tennessee,Upravljanje hitnim situacijama,2011-05-04,Flood,Flooding,0,0,1,0,2011-04-26,2011-06-07,Stewart County (Tennessee),Stewart (County),11093,7004,19
1454,Kentucky,Velika katastrofa,2003-03-14,Severe Storm,"Severe Winter Ice And Snow Storms, Heavy Rain, Flooding, Tornadoes, And Mud And",1,1,1,1,2003-02-15,2003-02-26,Greenup County,Greenup (County),3016,2462,11
1264,Louisiana,Velika katastrofa,1999-01-21,Severe Storm,Severe Ice Storm,0,0,1,1,1998-12-22,1998-12-28,Grant Parish,Grant (Parish),99002,818,11
891,Indiana,Velika katastrofa,1991-01-05,Flood,Severe Storms & Flooding,0,1,1,0,1990-12-28,1991-01-22,Tippecanoe County,Tippecanoe (County),91004,9790,16
1476,Indiana,Velika katastrofa,2003-07-11,Severe Storm,"Severe Storms, Tornadoes, And Flooding",1,1,0,1,2003-07-04,2003-08-06,Vanderburgh County,Vanderburgh (County),3065,4872,12
1018,Kentucky,Velika katastrofa,1994-03-16,Snowstorm,"Severe Weather, Freezing Rain, Sleet, Snw",0,0,1,0,1994-02-09,1994-02-11,Livingston County (Kentucky),Livingston (County),94016,9061,4
1334,North Dakota,Velika katastrofa,2000-06-27,Severe Storm,"Severe Storms, Flooding And Ground Saturation",0,1,0,0,2000-04-05,2000-08-12,Mountrail County,Mountrail (County),69,3027,2
3586,North Carolina,Upravljanje hitnim situacijama,2022-10-01,Hurricane,Hurricane Ian,0,0,1,0,2022-09-28,2022-10-04,Stanly County,Stanly (County),22091,3094,22
3057,Michigan,Upravljanje hitnim situacijama,1978-01-27,Snowstorm,Blizzards & Snowstorms,0,0,1,0,1978-01-27,1978-01-27,Gogebic County,Gogebic (County),78028,7690,11
4421,Iowa,Velika katastrofa,2019-03-23,Flood,Severe Storms And Flooding,0,0,1,1,2019-03-12,2019-06-15,Page County (Iowa),Page (County),19010,9846,10
4319,Kansas,Velika katastrofa,2017-06-16,Snowstorm,"Severe Winter Storm, Snowstorm, Straight-Line Winds, And Flooding",0,0,1,1,2017-04-28,2017-05-03,Scott County (Kansas),Scott (County),17048,2895,18
4590,Louisiana,Velika katastrofa,2021-03-09,Severe Ice Storm,Severe Winter Storms,1,0,1,1,2021-02-11,2021-02-19,Bienville Parish,Bienville (Parish),21015,1926,11
4172,Montana,Velika katastrofa,2014-04-17,Flood,Ice Jams And Flooding,0,0,1,1,2014-03-01,2014-03-16,Richland County (Montana),Richland (County),14025,9067,5
1702,South Dakota,Velika katastrofa,2007-05-22,Severe Storm,"Severe Storms, Tornadoes, And Flooding",0,0,1,1,2007-05-04,2007-06-08,Gregory County,Gregory (County),7831,8216,5
347,Minnesota,Velika katastrofa,1972-08-01,Flood,Severe Storms & Flooding,0,1,1,0,1972-08-01,1972-08-01,Morrison County,Morrison (County),72044,2342,8
1718,Oklahoma,Velika katastrofa,2007-08-24,Severe Storm,"Severe Storms, Tornadoes, And Flooding",1,1,1,1,2007-08-18,2007-09-12,Okfuskee County,Okfuskee (County),7892,3325,20
5391,Utah,Upravljanje požarom,2021-06-10,Fire,Pack Creek Fire,0,0,1,1,2021-06-10,2021-06-26,San Juan County (Utah),San Juan (County),21044,3727,1
3354,New Jersey,Upravljanje hitnim situacijama,2012-10-28,Hurricane,Hurricane Sandy,0,0,1,0,2012-10-26,2012-11-08,Gloucester County (New Jersey),Gloucester (County),12107,5466,13
3234,South Dakota,Upravljanje hitnim situacijama,2005-09-10,Coastal Storm,Hurricane Katrina Evacuation,0,0,1,0,2005-09-06,2005-10-01,Potter County (South Dakota),Potter (County),5105,1086,13
1522,West Virginia,Velika katastrofa,2004-06-07,Severe Storm,"Severe Storms, Flooding, And Landslides",1,1,1,1,2004-05-27,2004-06-28,Roane County (West Virginia),Roane (County),4039,1972,2
4278,Kentucky,Velika katastrofa,2016-08-26,Severe Storm,"Severe Storm, Tornadoes, Flooding, Landslides, And Mudslides",0,0,1,1,2016-07-02,2016-07-09,Webster County (Kentucky),Webster (County),16081,5802,2
189,Indiana,Velika katastrofa,1965-04-14,Tornado,Tornadoes & Severe Storms,0,1,1,0,1965-04-14,1965-04-14,Adams County (Indiana),Adams (County),65015,5960,16
3379,Georgia,Upravljanje hitnim situacijama,2016-10-06,Hurricane,Hurricane Matthew,0,0,1,0,2016-10-04,2016-10-15,Bryan County (Georgia),Bryan (County),16099,6069,10
1535,Kansas,Velika katastrofa,2004-08-03,Severe Storm,"Severe Storms, Flooding, And Tornadoes",0,0,1,1,2004-06-12,2004-07-25,Barton County (Kansas),Barton (County),4070,5245,17
3181,New Jersey,Upravljanje hitnim situacijama,2003-03-20,Snowstorm,Snow,0,0,1,0,2003-02-16,2003-02-17,Union County (New Jersey),Union (County),3018,3153,1
3554,Texas,Upravljanje hitnim situacijama,2021-02-14,Severe Ice Storm,Severe Winter Storm,0,0,1,0,2021-02-11,2021-02-21,Brown County (Texas),Brown (County),21009,553,20
410,Maine,Velika katastrofa,1974-01-18,Flood,Severe Storms & Flooding,0,1,1,0,1974-01-18,1974-01-18,Androscoggin County,Androscoggin (County),74002,4535,11
3231,Kentucky,Upravljanje hitnim situacijama,2005-09-10,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-29,2005-10-01,Perry County (Kentucky),Perry (County),5099,4907,5
438,Illinois,Velika katastrofa,1974-06-10,Flood,Severe Storms & Flooding,0,1,1,0,1974-06-10,1974-06-10,Knox County (Illinois),Knox (County),74055,8019,17
3045,Alabama,Upravljanje hitnim situacijama,1977-07-20,Drought,Drought,0,0,1,0,1977-07-20,1977-07-20,Fayette County (Alabama),Fayette (County),77102,2853,12
3261,Texas,Upravljanje hitnim situacijama,2005-09-21,Hurricane,Hurricane Rita,0,0,1,0,2005-09-20,2005-10-14,Randall County,Randall (County),5137,3692,3
3294,Texas,Upravljanje hitnim situacijama,2008-09-10,Hurricane,Hurricane Ike,0,0,1,0,2008-09-07,2008-09-26,Calhoun County (Texas),Calhoun (County),8146,3505,13
1552,Puerto Rico,Velika katastrofa,2004-09-17,Severe Storm,Tropical Storm Jeanne And Resulting Landslides And Mudslides,1,1,0,1,2004-09-14,2004-09-19,Guayama Municipio,Guayama (Municipio),4114,6727,4
2365,Alaska,Upravljanje požarom,2001-06-30,Fire,Ak - Red Fox Fire - 06/30/01,0,0,1,0,2001-06-29,2001-07-03,Alaska,Tok (ANV/ANVSA),1074,6507,6
4339,Puerto Rico,Velika katastrofa,2017-09-20,Hurricane,Hurricane Maria,1,0,1,1,2017-09-17,2017-11-15,Lajas Municipio,Lajas (Municipio),17116,6284,1
1157,North Dakota,Velika katastrofa,1997-01-12,Severe Storm,Severe Winter Storms And Blizzard Conditions,0,0,1,1,1997-01-03,1997-01-31,Traill County,Traill (County),97031,4122,11
4669,Amarican Samoa,Velika katastrofa,2022-09-15,Severe Storm,"High Surf, High Winds, And Flooding",0,0,1,1,2022-07-12,2022-07-15,American Samoa,Statewide,22071,7557,16
1545,Florida,Velika katastrofa,2004-09-04,Hurricane,Hurricane Frances,1,1,1,1,2004-09-03,2004-10-08,St. Johns County,St. Johns (County),4097,529,1
1360,Mississippi,Velika katastrofa,2001-02-23,Severe Storm,Severe Storms And Tornadoes,0,1,0,0,2001-02-16,2001-03-15,Grenada County,Grenada (County),1011,2355,19
385,Colorado,Velika katastrofa,1973-05-23,Flood,"Heavy Rains, Snowmelt And Flooding",0,1,1,0,1973-05-23,1973-05-23,Morgan County (Colorado),Morgan (County),73048,3576,20
3356,Pennsylvania,Upravljanje hitnim situacijama,2012-10-29,Hurricane,Hurricane Sandy,0,0,1,0,2012-10-26,2012-11-08,Clinton County (Pennsylvania),Clinton (County),12106,4115,8
185,Washington,Velika katastrofa,1964-12-29,Flood,Heavy Rains & Flooding,0,1,1,0,1964-12-29,1964-12-29,Grays Harbor County,Grays Harbor (County),64032,7751,4
3290,Texas,Upravljanje hitnim situacijama,2008-08-29,Hurricane,Hurricane Gustav,0,0,1,0,2008-08-27,2008-09-07,Jim Hogg County,Jim Hogg (County),8133,4276,3
1196,New York,Velika katastrofa,1998-01-06,Snowstorm,Severe Storms And Flooding,0,1,1,0,1998-01-05,1998-01-17,Lewis County (New York),Lewis (County),98009,3683,3
5107,Oregon,Upravljanje požarom,2015-08-21,Fire,Grizzly Bear Fire Complex,0,0,1,1,2015-08-20,2015-09-06,Wallowa County,Wallowa (County),15066,4522,16
3117,Texas,Upravljanje hitnim situacijama,1996-02-23,Fire,Extreme  Fire Hazard,0,0,1,0,1996-02-23,1996-09-19,San Saba County,San Saba (County),96039,6108,5
1033,Georgia,Velika katastrofa,1994-07-07,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",0,1,1,0,1994-07-03,1994-07-25,Dooly County,Dooly (County),94055,5658,9
1849,Kansas,Velika katastrofa,2009-06-25,Severe Storm,"Severe Storms, Flooding, Straight-Line Winds, And Tornadoes",0,0,1,1,2009-04-25,2009-05-16,Butler County (Kansas),Butler (County),9080,756,4
4598,Mississippi,Velika katastrofa,2021-05-04,Severe Ice Storm,Severe Winter Storms,0,0,1,1,2021-02-11,2021-02-19,Lawrence County (Mississippi),Lawrence (County),21030,8248,23
1471,Kentucky,Velika katastrofa,2003-06-03,Severe Storm,"Severe Storms, Flooding, Mud And Rock Slides, And Tornadoes",1,1,0,1,2003-05-04,2003-05-27,Jefferson County (Kentucky),Jefferson (County),3047,5053,2
1535,Kansas,Velika katastrofa,2004-08-03,Severe Storm,"Severe Storms, Flooding, And Tornadoes",0,0,1,1,2004-06-12,2004-07-25,Osborne County,Osborne (County),4070,1117,6
1011,Arkansas,Velika katastrofa,1994-02-28,Snowstorm,Severe Winter Ice Storm,0,0,1,0,1994-02-09,1994-02-10,Columbia County (Arkansas),Columbia (County),94009,9525,5
1934,Missouri,Velika katastrofa,2010-08-17,Severe Storm,"Severe Storms, Flooding, And Tornadoes",0,0,1,1,2010-06-12,2010-07-31,Adair County (Missouri),Adair (County),10085,5080,12
1624,Texas,Velika katastrofa,2006-01-11,Fire,Extreme Wildfire Threat,1,1,1,1,2005-11-27,2006-05-14,Hood County,Hood (County),6021,3271,23
1971,Alabama,Velika katastrofa,2011-04-28,Severe Storm,"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",1,0,1,1,2011-04-15,2011-05-31,Cullman County,Cullman (County),11081,697,18
1179,Texas,Velika katastrofa,1997-07-07,Flood,Severe Storms And Flooding,0,1,1,0,1997-06-21,1997-07-15,Uvalde County,Uvalde (County),97063,5859,23
3253,Montana,Upravljanje hitnim situacijama,2005-09-13,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,McCone County,McCone (County),5127,6263,20
1416,Illinois,Velika katastrofa,2002-05-21,Tornado,"Severe Storms, Tornadoes And Flooding",0,1,1,1,2002-04-21,2002-05-23,Brown County (Illinois),Brown (County),2043,8469,19
4645,Tennessee,Velika katastrofa,2022-03-11,Severe Storm,Severe Winter Storm,0,0,1,1,2022-02-03,2022-02-04,Tipton County (Tennessee),Tipton (County),22012,6839,4
3113,Texas,Upravljanje hitnim situacijama,1993-09-10,Drought,Extreme Fire Hazard,0,0,1,0,1993-08-30,1993-11-15,Shackelford County,Shackelford (County),93043,2558,16
1773,Missouri,Velika katastrofa,2008-06-25,Severe Storm,Severe Storms And Flooding,0,0,1,1,2008-06-01,2008-08-13,Scotland County (Missouri),Scotland (County),8099,8159,22
1676,Missouri,Velika katastrofa,2007-01-15,Severe Ice Storm,Severe Winter Storms And Flooding,0,0,1,1,2007-01-12,2007-01-22,Crawford County (Missouri),Crawford (County),7787,4140,5
1509,South Carolina,Velika katastrofa,2004-02-13,Severe Ice Storm,Severe Ice Storm,0,0,1,1,2004-01-26,2004-01-30,McCormick County,McCormick (County),4009,4504,5
422,Alabama,Velika katastrofa,1974-04-04,Tornado,Tornadoes,0,1,1,0,1974-04-04,1974-04-04,Limestone County (Alabama),Limestone (County),74028,9528,12
1095,New York,Velika katastrofa,1996-01-24,Flood,Severe Storms And Flooding,0,1,1,0,1996-01-19,1996-01-30,Putnam County (New York),Putnam (County),96027,8257,17
943,California,Velika katastrofa,1992-05-04,Earthquake,Earthquake & Aftershocks,0,1,1,0,1992-04-25,1992-05-25,Humboldt County (California),Humboldt (County),92014,4119,5
3591,California,Upravljanje hitnim situacijama,2023-01-09,Flood,"Severe Winter Storms, Flooding, And Mudslides",0,0,1,0,2023-01-08,2023-01-31,Marin County,Marin (County),23002,4877,5
3216,Texas,Upravljanje hitnim situacijama,2005-09-02,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Fannin County (Texas),Fannin (County),5090,8413,17
3426,Puerto Rico,Upravljanje hitnim situacijama,2020-01-07,Earthquake,Earthquakes,0,0,1,0,2019-12-28,2020-02-04,Gurabo Municipio,Gurabo (Municipio),20001,1806,22
1260,Tennessee,Velika katastrofa,1999-01-15,Severe Storm,Severe Winter Storm,0,0,1,1,1998-12-23,1998-12-29,Bledsoe County,Bledsoe (County),99003,9202,21
2512,Wyoming,Upravljanje požarom,2003-11-20,Fire,Wy - Tongue River Wildfire - 11/19/2003,0,0,1,0,2003-11-19,2003-11-20,Sheridan County (Wyoming),Sheridan (County),3137,7163,2
512,New York,Velika katastrofa,1976-06-29,Flood,Flash Flooding,0,0,1,0,1976-06-29,1976-06-29,Steuben County (New York),Steuben (County),76058,5134,13
1699,Kansas,Velika katastrofa,2007-05-06,Severe Storm,"Severe Storms, Tornadoes, And Flooding",1,1,1,1,2007-05-04,2007-06-01,Ottawa County (Kansas),Ottawa (County),7822,9613,22
1973,Georgia,Velika katastrofa,2011-04-29,Severe Storm,"Severe Storms, Tornadoes, Straight-Line Winds, And Associated Flooding",1,0,1,1,2011-04-27,2011-04-28,Polk County (Georgia),Polk (County),11083,9103,3
3227,Washington,Upravljanje hitnim situacijama,2005-09-07,Coastal Storm,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Douglas County (Washington),Douglas (County),5102,190,4
735,Illinois,Velika katastrofa,1985-03-29,Flood,Severe Storms & Flooding,0,0,1,0,1985-02-23,1985-04-05,Adams County (Illinois),Adams (County),85018,5812,1
1604,Mississippi,Velika katastrofa,2005-08-29,Hurricane,Hurricane Katrina,1,1,1,1,2005-08-29,2005-10-14,Neshoba County,Neshoba (County),5082,4153,21
3230,Illinois,Upravljanje hitnim situacijama,2005-09-07,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Grundy County (Illinois),Grundy (County),5107,9348,15
1833,Georgia,Velika katastrofa,2009-04-23,Severe Storm,"Severe Storms, Flooding, Tornadoes, And Straight-Line Winds",1,0,1,1,2009-03-26,2009-04-13,Berrien County (Georgia),Berrien (County),9043,9196,3
1878,Nebraska,Velika katastrofa,2010-02-25,Severe Storm,Severe Winter Storms And Snowstorm,0,0,1,1,2009-12-22,2010-01-08,Clay County (Nebraska),Clay (County),10006,7881,12
